NAME,ADDRESS,CITY,STATE,ZIP,TYPE,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER RD,BRONX,NY,10461,GENERAL ACUTE CARE,40.8498892050001,-73.845890219,http://www.montefiore.org/,54,421,0.5628261430878910,0,163.194.125.251,116,96,1.5148115090439500,Yes
AURELIA OSBORN FOX MEMORIAL HOSPITAL TRI TOWN REGIONAL HEALTHCARE,43 PEARL STREET WEST,SIDNEY,NY,13838,GENERAL ACUTE CARE,42.304154699,-75.395469023,http://www.bassett.org/medical/locations/hospitals/tri-town-regional-hospital,66,4,0.5316763944764520,1,243.163.176.119,193,173,0.7702486352749130,No
MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,MILITARY,37.7243142680001,-88.954815997,http://www.marion.va.gov,45,225,0.7468123920077470,1,97.179.253.20,96,76,1.7498778026520700,Yes
DEBORAH HEART AND LUNG CENTER,200 TRENTON ROAD,BROWNS MILLS,NJ,8015,SPECIAL,39.9772568170001,-74.585144406,http://www.deborah.org,57,89,0.3496003052399660,1,231.184.66.39,154,134,0.8160621263335050,No
CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,GENERAL ACUTE CARE,41.8022056200001,-89.696655578,http://www.cghmc.com,148,99,0.7789950263066050,0,94.236.65.229,109,89,1.3143807349687300,Yes
UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,127 NORTH ST,BATAVIA,NY,14020,GENERAL ACUTE CARE,43.0050608710001,-78.176631857,https://www.rochesterregional.org/locations/hospitals/united-memorial-medical-center/,123,111,0.036808443254332600,1,80.185.152.136,124,104,1.1495525204437300,Yes
UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,GENERAL ACUTE CARE,40.6548418790001,-73.944227854,http://www.downstate.edu/uhb/,80,342,0.6944892020695990,0,26.146.206.139,181,161,0.8750020178011280,No
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,GENERAL ACUTE CARE,40.7420469040001,-73.9739293339999,http://nyulangone.org/locations/tisch-hospital,149,844,0.04192537352267680,1,21.74.132.101,59,39,41.86087064205390,Yes
SJRH - ST JOHNS DIVISION,967 NORTH BROADWAY,YONKERS,NY,10701,GENERAL ACUTE CARE,40.9689135340001,-73.8861469249999,http://www.riversidehealth.org/facilities/andrus.aspx,91,225,0.5756776221969300,0,11.251.214.31,104,84,1.7387316682413200,Yes
ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,GENERAL ACUTE CARE,40.92925602,-73.8976946769999,http://www.saintjosephs.org/,122,194,0.6250095121788950,1,140.100.233.79,148,128,1.5347947951519500,Yes
STATEN ISLAND UNIV HOSP-CONCORD DIV,1050 TARGEE STREET,STATEN ISLAND,NY,10304,GENERAL ACUTE CARE,40.6030640290001,-74.091820247,NOT AVAILABLE,70,-999,0.7420193973572700,1,217.55.33.26,35,15,-154.52899030132100,No
BROOKS TLC HOSPITAL SYSTEMS INC,845 ROUTES 5&20,IRVING,NY,14081,GENERAL ACUTE CARE,42.558488615,-79.125838747,http://tlchealth.org/,120,45,0.18811844553683200,1,162.162.25.203,156,136,0.7400367314189350,No
ST JOSEPHS HOSPITAL,555 ST. JOSEPH'S BOULEVARD,ELMIRA,NY,14901,GENERAL ACUTE CARE,42.091950345,-76.798434496,https://www.arnothealth.org/st-josephs-hospital,58,125,0.33396941886238100,1,73.149.165.180,173,153,0.8218396797417550,No
VA MEDICAL CENTER - BATAVIA,222 RICHMOND AVE,BATAVIA,NY,14020,MILITARY,43.013340301,-78.197873952,www.buffalo.va.gov/,62,-999,0.1677720706178270,1,80.195.69.141,10,-10,-309.10611396469100,No
VA MEDICAL CENTER - MANHATTAN CAMPUS,423 E 23RD ST,NEW YORK,NY,10010,MILITARY,40.7368814710001,-73.9770792699999,http://www.nyharbor.va.gov/,131,-999,0.6254391739165350,0,178.161.7.105,79,59,-18.484896040734900,No
VA MEDICAL CENTER - ALBANY STRATTON,113 HOLLAND AVE,ALBANY,NY,12208,MILITARY,42.6508081800001,-73.771944595,http://www.albany.va.gov/,148,67,0.0815479569883284,1,172.164.97.225,111,91,1.1394939398514900,Yes
MOUNT SINAI BETH ISRAEL,FIRST AVE AT 16TH STREET,NEW YORK,NY,10003,GENERAL ACUTE CARE,40.733104806,-73.98177078,http://www.bethisraelny.org/,107,825,0.9957837234413240,0,63.134.68.77,146,126,3.278031695431920,Yes
BRYLIN HOSPITAL,1263 DELAWARE AVE,BUFFALO,NY,14209,PSYCHIATRIC,42.9184178300001,-78.868002387,https://www.brylin.com/,46,88,0.8206983857970110,1,233.157.82.156,40,20,5.970349192898510,Yes
CAPE REGIONAL MEDICAL CENTER,2 STONE HARBOR BOULEVARD,CAPE MAY COURT HOUSE,NJ,8210,GENERAL ACUTE CARE,39.0876137610001,-74.8171715189999,http://www.caperegional.com,144,242,0.03499084141470830,0,144.89.84.77,180,160,0.6981204207073540,No
THE LONG ISLAND HOME,400 SUNRISE HIGHWAY VALENTINE HALL,AMITYVILLE,NY,11701,PSYCHIATRIC,40.6857660380001,-73.422632514,http://www.longislandhome.org/,67,232,0.05457115549278970,1,229.135.17.179,43,23,15.219157033323000,Yes
MIDWEST MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,GALENA,IL,61036,CRITICAL ACCESS,42.449177567,-90.4577401,http://www.midwestmedicalcenter.org,113,25,0.3941517327778510,0,65.221.150.164,199,179,0.2411600085817410,No
ST. ALBANS COMMUNITY LIVING CENTER,179-00 LINDEN BLVD,JAMAICA,NY,11425,MILITARY,40.6906466670001,-73.768675768,http://www.nyharbor.va.gov/,132,386,0.5490357941342230,1,180.169.164.21,186,166,1.6990352435615200,Yes
WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,GENERAL ACUTE CARE,36.81986477,-84.866892605,http://www.waynehospital.org,62,25,0.43522979062382600,1,93.1.59.202,33,13,5.30341371187996,Yes
BAPTIST HEALTH CORBIN,1 TRILLIUM WAY,CORBIN,KY,40701,GENERAL ACUTE CARE,36.9228221980001,-84.119729913,http://www.baptistregional.com/,126,273,0.5614266156766250,0,154.94.96.145,22,2,4300.030713307840,Yes
BARBOURVILLE ARH HOSPITAL,80 HOSPITAL DRIVE,BARBOURVILLE,KY,40906,CRITICAL ACCESS,36.8510510180001,-83.870165646,http://www.arh.org/locations/barbourville.aspx,83,25,0.16560655052455700,0,200.140.51.15,198,178,0.11554850944988100,No
SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,GENERAL ACUTE CARE,37.117712112,-84.109002367,http://www.sjhlex.org/system-locations-saint-joseph-london-london-ky-hospital,93,150,0.2293296789579380,0,132.226.18.43,54,34,6.148401863700420,Yes
THREE RIVERS MEDICAL CENTER,2485 HWY 644,LOUISA,KY,41230,GENERAL ACUTE CARE,38.092486637,-82.604408295,http://www.threeriversmedicalcenter.com,56,90,0.8927282537659010,0,221.13.38.71,79,59,1.1702940320826100,Yes
VA MEDICAL CENTER - NORTHPORT,79 MIDDLEVILLE RD,NORTHPORT,NY,11768,MILITARY,40.8936757390001,-73.3086930489999,http://www.northport.va.gov/,133,63,0.6085434472241220,0,121.171.91.31,183,163,0.4619554904079510,No
CLIFTON T PERKINS HOSPITAL CENTER,8450 DORSEY RUN ROAD,JESSUP,MD,20794,PSYCHIATRIC,39.139848688,-76.7953656019999,http://www.dhmh.state.md.us/perkins/,102,250,0.46685291290424200,1,93.131.231.151,193,173,1.159434675904830,Yes
HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,21044,GENERAL ACUTE CARE,39.2143598390001,-76.8858697109999,http://www.hcgh.org,118,253,0.9929560074868850,0,241.16.185.104,122,102,1.9312146434973800,Yes
SHEPPARD PRATT AT ELLICOTT CITY,4100 COLLEGE AVENUE,ELLICOTT CITY,MD,21041,GENERAL ACUTE CARE,39.255692337,-76.7931180419999,http://www.sheppardpratt.org/sp_htmlcode/sp_locations/sp_loc_hc_ellicot.aspx,54,78,0.7554386887535590,1,106.148.72.65,144,124,1.0146860457295400,Yes
BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,CRITICAL ACCESS,30.383944388,-103.670480684,http://www.bigbendhealthcare.com,91,25,0.8908511159878700,0,117.5.124.75,95,75,0.6476477802161570,No
YOAKUM COUNTY HOSPITAL,412 MUSTANG DRIVE,DENVER CITY,TX,79323,CRITICAL ACCESS,32.968576005,-102.8358621,http://www.ych.us,141,24,0.7343924368695190,0,48.221.170.155,59,39,1.4796222539377200,Yes
CORYELL MEMORIAL HOSPITAL,1507 WEST MAIN STREET,GATESVILLE,TX,76528,CRITICAL ACCESS,31.43513711,-97.7791993449999,http://www.cmhos.org,142,25,0.3265840061608320,1,239.155.158.192,180,160,0.7326279405804160,No
HAMLIN MEMORIAL HOSPITAL,632 NORTHWEST SECOND STREET,HARLINGEN,TX,79520,CRITICAL ACCESS,32.885895482,-100.135160029,NOT AVAILABLE,113,25,0.5027122498582000,1,166.104.97.205,94,74,1.0092998794944800,Yes
OTTO KAISER MEMORIAL HOSPITAL,3349 SOUTH HIGHWAY 181,KENEDY,TX,78119,CRITICAL ACCESS,28.8506566990001,-97.8782554639999,http://www.okmh.org/,65,25,0.41120983644223700,0,16.206.114.81,129,109,0.27399141767402600,No
ASCENSION SETON EDGAR B DAVIS HOSPITAL,130 HAYS STREET,LULING,TX,78648,CRITICAL ACCESS,29.673174562,-97.654499532,http://www.seton.net/locations/edgar_davis/,40,25,0.6208725398325170,1,161.15.28.248,62,42,1.0938829819344000,Yes
SHEPPARD AND ENOCH PRATT HOSPITAL,6501 NORTH CHARLES STREET,BALTIMORE,MD,21204,PSYCHIATRIC,39.3907529890001,-76.619426865,http://www.sheppardpratt.org/sp_htmlcode/sp_locations/sp_loc_balt_sp.aspx,135,322,0.08264872835589640,1,28.249.59.88,110,90,3.2246576975112800,Yes
UNIVERSITY OF MARYLAND SAINT JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,MD,21204,GENERAL ACUTE CARE,39.3880571770001,-76.611063515,http://www.sjmcmd.org,137,320,0.4028926252507700,1,177.103.218.123,33,13,130.40558832446000,Yes
PINCKNEYVILLE COMMUNITY HOSPITAL,101 N WALNUT,PINCKNEYVILLE,IL,62274,CRITICAL ACCESS,38.0810697370001,-89.3833193849999,http://pvillehosp.org/,46,25,0.6376006060594950,0,227.110.246.2,156,136,0.3498881057979140,No
CHI ST JOSEPH HEALTH GRIMES HOSPITAL,210 SOUTH JUDSON ST.,NAVASOTA,TX,77868,CRITICAL ACCESS,30.392449078,-96.0776721829999,http://www.st-joseph.org/landing.cfm?id=25,71,25,0.34065764656138700,1,202.244.242.132,104,84,0.7961083017387430,No
ROCHELLE COMMUNITY HOSPITAL,900 N 2ND ST,ROCHELLE,IL,61068,CRITICAL ACCESS,41.928314449,-89.063429739,http://www.rcha.net,99,16,0.9583673172642880,0,208.56.15.162,180,160,0.5101211586321440,No
PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,CRITICAL ACCESS,28.716926356,-96.214227455,http://www.palacioshospital.net/,85,17,0.09102342206716710,1,134.169.84.44,15,-5,29.445511711033600,Yes
FISHER COUNTY HOSPITAL DISTRICT,774 TEXAS 70,ROTAN,TX,79546,CRITICAL ACCESS,32.833439861,-100.436042805,http://www.fishercountyhospital.com,49,14,0.6487127888914170,1,202.37.152.203,11,-9,5.058924295680280,Yes
LYNN COUNTY HOSPITAL DISTRICT,2600 LOCKWOOD STREET,TAHOKA,TX,79373,CRITICAL ACCESS,33.167281562,-101.816151228,http://www.lchdhealthcare.org,126,24,0.5979414184924450,0,179.191.90.181,176,156,0.3611008867610150,No
THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 NORTH MINTER AVENUE,THROCKMORTON,TX,76483,CRITICAL ACCESS,33.1899041410001,-99.1766489409999,www.tcmhtexas.com,113,14,0.9627568291376650,0,49.228.28.14,145,125,0.5320024145688330,No
SWISHER MEMORIAL HOSPITAL,539 SE 2ND STREET,TULIA,TX,79088,CRITICAL ACCESS,34.5359595800001,-101.755605115,http://www.swisherhospital.com,115,20,0.6206747013167260,1,64.178.179.44,169,149,0.8621368191507730,No
CULBERSON HOSPITAL,2185 EISENHOWER-FARM MARKET ROAD,VAN HORN,TX,79855,CRITICAL ACCESS,31.0491732560001,-104.827508642,http://www.culbersonhospital.org,145,14,0.24398486411027400,1,220.87.118.149,148,128,0.6839431156488870,No
RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,GENERAL ACUTE CARE,41.8745718600001,-87.668909819,http://www.rush.edu,139,669,0.9931849109406950,1,82.141.204.25,81,61,13.492023791132800,Yes
JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,GENERAL ACUTE CARE,41.757730612,-87.585235064,http://www.jacksonparkhospital.org,114,260,0.09161773515520530,1,22.28.211.207,44,24,26.27497553424430,Yes
RANKIN COUNTY HOSPITAL DISTRICT,1611 SPUR 576 (BROADWAY STREET),RANKIN,TX,79778,CRITICAL ACCESS,31.232887872,-101.93536606,www.rankincountyhospital.com/,99,15,0.40297160995346600,1,234.73.211.116,166,146,0.7363187942805430,No
SOUTH SHORE HOSPITAL XXX,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,GENERAL ACUTE CARE,41.749327394,-87.5689968789999,http://www.southshorehospital.com,91,137,0.46324722586352100,1,241.185.156.38,128,108,1.2660457665668800,Yes
NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,GENERAL ACUTE CARE,41.9007998380001,-87.699095477,www.nahospital.org,56,155,0.08407136401498330,0,85.12.192.163,83,63,1.1355101088152500,Yes
ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,GENERAL ACUTE CARE,41.5663040370001,-87.697569734,http://www.advocatehealth.com/ssub/,138,240,0.6361578944871230,1,109.9.252.4,46,26,25.3151203673619,Yes
OAK FOREST HOSPITAL,159TH & CICERO AVENUE,OAK FOREST,IL,60452,GENERAL ACUTE CARE,41.5996573990001,-87.734103277,http://www.cookcountyhhs.org/locations/oak-forest-health-center/,42,148,0.559130503331081,1,55.106.22.201,121,101,1.0842412638212100,Yes
KINDRED HOSPITAL - SYCAMORE,225 EDWARD STREET,SYCAMORE,IL,60178,LONG TERM CARE,41.9829476990001,-88.688958789,http://www.kindredhospitalsyc.com/,127,69,0.6235007090381310,1,188.249.229.155,181,161,0.980783185042579,No
CENTRAL STATE HOSPITAL,10510 LAGRANGE ROAD,LOUISVILLE,KY,40223,PSYCHIATRIC,38.27219096,-85.55809622,NOT AVAILABLE,78,192,0.30279898517552000,0,161.178.65.185,109,89,1.096734677539160,Yes
SAINT JOSEPH BEREA,305 ESTILL STREET,BEREA,KY,40403,CRITICAL ACCESS,37.5760949580001,-84.2865705519999,http://www.saintjosephberea.org,81,25,0.680422347967363,1,68.80.180.18,85,65,1.0798561443978800,Yes
MARSHALL COUNTY HOSPITAL,"615 OLD SYMSONIA ROAD, PO BOX 630",BENTON,KY,42025,CRITICAL ACCESS,36.867083618,-88.3697993919999,http://www.marshallcountyhospital.org,75,25,0.16576662280100200,0,197.192.35.44,179,159,0.11996649640109400,No
FRAZIER REHAB INSTITUTE,220 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,REHABILITATION,38.2489557580001,-85.750218461,http://www.frazierrehab.org,46,135,0.732952602871598,0,7.26.44.137,112,92,0.7333241275227560,No
NORTON AUDUBON HOSPITAL,ONE AUDUBON PLAZA DRIVE,LOUISVILLE,KY,40217,GENERAL ACUTE CARE,38.215127395,-85.722813645,http://www.nortonhealthcare.com/nortonaudubonhospital,41,432,0.4132892611677480,0,168.124.38.83,35,15,39.56664463058390,Yes
NORTON BROWNSBORO HOSPITAL,4960 NORTON HEALTHCARE BOULEVARD,LOUISVILLE,KY,40241,GENERAL ACUTE CARE,38.3153256800001,-85.575894454,http://www.nortonhealthcare.com/nortonbrownsborohospital,111,127,0.05067550277374630,0,163.228.56.115,86,66,1.6434506990452800,Yes
THE BROOK HOSPITAL - KMI,8521 LAGRANGE RD,LOUISVILLE,KY,40242,PSYCHIATRIC,38.2725393000001,-85.596478775,http://www.thebrookhospitals.com/,115,98,0.4830314980542480,1,106.17.219.163,79,59,2.3603034537096900,Yes
NORTHKEY COMMUNITY CARE-INTENSIVE SERVICES,502 FARRELL DR,COVINGTON,KY,41012,PSYCHIATRIC,39.049609047,-84.529347397,http://www.northkey.org/live/index.asp,100,57,0.5512356015900080,0,64.45.78.198,30,10,28.775617800795000,Yes
ST FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,WV,25301,GENERAL ACUTE CARE,38.353461768,-81.633240716,http://www.stfrancishospital.com,118,142,0.4938562087847980,1,162.34.164.252,115,95,1.675238353699880,Yes
GRANT MEMORIAL HOSPITAL,"117 HOSPITAL DRIVE, P O BOX 1019",PETERSBURG,WV,26847,CRITICAL ACCESS,39.001418679,-79.136997138,http://www.grantmemorial.com,60,45,0.06682564645558190,0,88.33.76.106,32,12,9.40841282322779,Yes
HIGHLAND HOSPITAL,300 56TH ST SE,CHARLESTON,WV,25304,PSYCHIATRIC,38.315076725,-81.5690192609999,http://www.highlandhosp.com,77,104,0.2636063123443390,0,76.183.214.98,145,125,0.38805915617216900,No
ST. ELIZABETH COVINGTON,1500 JAMES SIMPSON JR. WAY,COVINGTON,KY,41011,GENERAL ACUTE CARE,39.071348372,-84.517999891,http://www.stelizabeth.com,60,151,0.4343853409885300,0,77.207.150.35,114,94,0.7298680892357770,No
RIVER PARK HOSPITAL,1230 SIXTH AVENUE,HUNTINGTON,WV,25701,PSYCHIATRIC,38.4195914490001,-82.4366994,http://www.riverparkhospital.net,127,165,0.28763671993379600,0,56.128.200.168,11,-9,129.49567021181900,Yes
WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,GENERAL ACUTE CARE,37.678818962,-82.272648847,http://www.williamsonmemorial.net,80,76,0.6504088700728220,0,255.41.113.49,83,63,1.0911404390676500,Yes
POTOMAC VALLEY HOSPITAL,100 PIN OAK LANE,KEYSER,WV,26726,CRITICAL ACCESS,39.40950767,-79.003180759,http://www.potomacvalleyhospital.com,46,25,0.8954297965083960,0,2.71.227.186,100,80,0.5375586482541980,No
MIDDLESBORO ARH HOSPITAL,3600 W CUMBERLAND AVE,MIDDLESBORO,KY,40965,GENERAL ACUTE CARE,36.6058264650001,-83.7401927339999,http://www.arh.org/middlesboro,140,96,0.9641061376151830,1,159.19.33.198,163,143,1.310675495332120,Yes
BRISTOL MYERS SQUIBB CHILDRENS HOSPITAL,1 ROBERT WOOD JOHNSON PLACE,NEW BRUNSWICK,NJ,8901,CHILDREN,40.495845063,-74.448886364,http://www.bmsch.org/,147,600,0.8124197306317320,1,101.118.52.22,168,148,2.9195407637819,Yes
HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,GENERAL ACUTE CARE,37.7310436060001,-88.523133984,http://www.harrisburgmc.com,66,73,0.07853449113327940,1,85.91.123.207,171,151,0.6449205063885330,No
THE PAVILION FOUNDATION,809 WEST CHURCH STREET,CHAMPAIGN,IL,61820,PSYCHIATRIC,40.117707706,-88.2575367429999,http://www.pavilionhospital.com,148,46,0.7401707678329190,1,248.51.179.190,11,-9,42.89477674194110,Yes
OSF HEALTHCARE SYSTEM HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,GENERAL ACUTE CARE,40.1179711090001,-88.227107261,http://www.provena.org/covenant,120,181,0.8485776332663300,1,128.38.72.39,73,53,4.7904333520550200,Yes
HUNTINGTON V A MEDICAL CENTER,1540 SPRING VALLEY DR,HUNTINGTON,WV,25701,MILITARY,38.376880478,-82.5164147409999,http://www.huntington.va.gov/,103,-999,0.807472613055243,1,248.245.235.132,121,101,-4.139739823263580,No
MONTGOMERY GENERAL HOSPITAL,"401 SIXTH AVENUE, FAYETTE COUNTY",MONTGOMERY,WV,25136,CRITICAL ACCESS,38.1826730380001,-81.3243991749999,http://www.mghwv.com,76,69,0.2480298167210580,1,214.106.14.9,125,105,0.8618380376122290,No
"PORTER MEDICAL CENTER, INC.",115 PORTER DRIVE,MIDDLEBURY,VT,5753,CRITICAL ACCESS,44.0004308210001,-73.168242442,http://www.portermedical.org/,61,25,0.772969375062778,1,161.124.133.5,181,161,0.9159009909147460,No
HSHS HOLY FAMILY HOSPITAL INC,200 HEALTHCARE DR,GREENVILLE,IL,62246,GENERAL ACUTE CARE,38.903209711,-89.407644824,http://www.greenvilleregionalhospital.com,74,150,0.07140564143227850,0,140.112.58.239,167,147,0.2925402495652300,No
SWEDISHAMERICAN MEDICAL CENTER BELVIDERE,1625 SOUTH STATE STREET,BELVIDERE,IL,61008,GENERAL ACUTE CARE,42.2430122590001,-88.839745098,www.swedishamerican.org,80,-999,0.5315512798993320,0,65.191.128.125,170,150,-1.510224360050330,No
HSHS GOOD SHEPARD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,GENERAL ACUTE CARE,39.4057818300001,-88.807950641,http://www.mysmh.org,119,30,0.6435084972169390,1,131.140.252.174,26,6,50.4050875819418,Yes
LOURDES HOSPITAL,1530 LONE OAK RD,PADUCAH,KY,42003,GENERAL ACUTE CARE,37.0506390190001,-88.647368956,http://www.lourdes-pad.org,138,359,0.6008893387063680,0,142.43.192.127,92,72,5.078801150834670,Yes
STAT SPECIALTY HOSPITAL,2600 VETERANS BLVD,DEL RIO,TX,78840,SPECIAL,29.4000585410001,-100.905900039,NOT AVAILABLE,48,3,0.8043753879406870,1,61.197.129.8,42,22,1.0509480245488600,Yes
GREENE COUNTY HOSPITAL,1017 JACKSON STREET,LEAKESVILLE,MS,39451,CRITICAL ACCESS,31.1539917270001,-88.562782429,http://www.georgeregional.com/greene-county-hospital,64,7,0.9838844249414630,1,103.6.83.78,102,82,1.0252557163374800,Yes
BAYLOR SCOTT & WHITE MEDICAL CENTER - PFLUGERVILLE,2600 EAST PFLUGERVILLE PARKWAY,PFLUGERVILLE,TX,78660,GENERAL ACUTE CARE,30.4516312480001,-97.5914115099999,NOT AVAILABLE,86,25,0.835738080469174,0,26.81.61.82,28,8,17.21474404023460,Yes
PIONEER HEALTH SERVICES OF NEWTON COUNTY,9421 EASTSIDE DRIVE EXTENSION,NEWTON,MS,39345,GENERAL ACUTE CARE,32.3562068090001,-89.1278660849999,http://www.pchnewton.com,117,30,0.6246464189875600,0,0.152.3.225,50,30,2.26232320949378,Yes
BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL GRAND PRAIRIE,3095 KINGSWOOD BLVD,GRAND PRAIRIE,TX,75052,SPECIAL,32.6609475990001,-97.060822488,NOT AVAILABLE,44,8,0.7205927039792620,1,36.145.144.49,194,174,0.8661095373509740,No
CAPROCK HOSPITAL,3134 BRIARCREST DR,BRYAN,TX,77802,SPECIAL,30.665985355,-96.3237249319999,NOT AVAILABLE,64,10,0.0797708861887696,1,15.122.137.44,89,69,0.6070982135207660,No
CABINET PEAKS MEDICAL CENTER,209 HEALTH PARK DRIVE,LIBBY,MT,59923,CRITICAL ACCESS,48.3915455740001,-115.547972044,http://www.cabinetpeaks.org/,121,25,0.5747559574057760,1,126.250.66.44,13,-7,31.654724917478400,Yes
BAPTIST MEDICAL CENTER - ATTALA,220 HIGHWAY 12 WEST,KOSCIUSKO,MS,39090,CRITICAL ACCESS,33.0658661530001,-89.598363385,http://mbhs.org/locations/baptist-medical-center-attala/,55,25,0.6856935867886890,0,95.188.68.190,82,62,0.5216969494817540,No
GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,MS,39503,GENERAL ACUTE CARE,30.4440901150001,-89.09343366,http://www.gpmedical.com,59,130,0.46820748440796500,0,252.128.168.48,185,165,0.37496691943079600,No
MEDICAL/DENTAL FACILITY AT PARCHMAN,HIGHWAY 49 WEST,PARCHMAN,MS,38738,GENERAL ACUTE CARE,33.9184395710001,-90.499007933,http://www.mdoc.ms.gov/divisions/pages/medical-division.aspx,46,56,0.7848316199573100,1,53.122.206.135,166,146,0.9528399045554990,No
MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,MS,39530,GENERAL ACUTE CARE,30.3959386810001,-88.889750648,http://www.merithealthbiloxi.com/,73,198,0.357754367240226,0,23.25.11.9,75,55,2.567968092711020,Yes
GENERATIONS BEHAVIORAL HEALTH-YOUNGSTOWN LLC,196 COLONIAL DRIVE,YOUNGSTOWN,OH,44504,PSYCHIATRIC,41.1381674180001,-80.6631655799999,https://generationsbehavioralhealth.com/treatment-programs-youngstown/,43,76,0.9550658245102660,1,154.130.105.131,120,100,1.140932912255130,Yes
VIDANT BERTIE HOSPITAL,1403 SOUTH KING STREET,WINDSOR,NC,27983,GENERAL ACUTE CARE,35.988647545,-76.9282494889999,https://www.vidanthealth.com/bertie/dynamic-detail.aspx?id=381,52,6,0.5945352986300320,0,102.8.76.13,113,93,0.3153044165713460,No
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON ROAD,THOMASVILLE,NC,27360,GENERAL ACUTE CARE,35.8798851180001,-80.111479564,https://www.novanthealth.org/thomasville-medical-center.aspx,65,149,0.010438704197186600,1,31.28.91.58,111,91,1.0899917225852500,Yes
VIDANT CHOWAN HOSPITAL,211 VIRGINIA ROAD,EDENTON,NC,27932,GENERAL ACUTE CARE,36.0699792820001,-76.611203527,http://www.vidanthealth.com,43,89,0.6108466348233070,1,81.166.240.43,89,69,1.2073346805706500,Yes
DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO RD,DURHAM,NC,27704,GENERAL ACUTE CARE,36.0367935940001,-78.900254542,http://www.dukeregional.org/,97,369,0.6641427207267930,0,230.36.81.163,119,99,2.1580585045323600,Yes
