NAME,ADDRESS,CITY,STATE,ZIP,TYPE,COUNTRY,LATITUDE,LONGITUDE,WEBSITE,TTL_STAFF,BEDS,TRAUMA,HELIPAD,IP Address,No of Access Points connected,Patients,Suggestive_Factor,Recommended
WAYNE UNC HEALTHCARE,2700 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27533,GENERAL ACUTE CARE,USA,35.3984837530001,-77.952468703,http://www.waynehealth.org,119,316,0.9365718540211070,0,103.17.146.191,86,51.6,7.529910829360170,Yes
CORDOVA COMMUNITY MEDICAL CENTER,602 CHASE AVE.,CORDOVA,AK,99574,CRITICAL ACCESS,USA,60.541254774,-145.750649147,http://cdvcmc.com/,98,23,0.8793813933468860,0,130.175.149.191,163,97.8,0.5575180727717360,No
MARIA PARHAM MEDICAL CENTER,566 RUIN CREEK ROAD,HENDERSON,NC,27536,GENERAL ACUTE CARE,USA,36.3308650610001,-78.449446455,http://www.mariaparham.com,128,102,0.848074416842536,0,111.85.34.113,181,108.6,0.9775408662257710,No
"WATAUGA MEDICAL CENTER, INC.",336 DEERFIELD ROAD,BOONE,NC,28607,GENERAL ACUTE CARE,USA,36.1984688580001,-81.651529355,https://apprhs.org/locations/watauga-medical-center,101,117,0.27105872500807400,0,99.219.25.155,118,70.8,1.314249557850200,Yes
NORTHERN HOSPITAL OF SURRY COUNTY,830 ROCKFORD STREET,MOUNT AIRY,NC,27030,GENERAL ACUTE CARE,USA,36.488604093,-80.612168098,http://www.northernhospital.com,143,133,0.24387588823530000,1,68.154.194.101,22,13.2,10.0,Yes
"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",180 PARKWOOD DRIVE,ELKIN,NC,28621,GENERAL ACUTE CARE,USA,36.261864605,-80.838302665,http://www.hughchatham.org,107,93,0.6614289168391990,1,41.14.134.47,58,34.8,4.939166697817140,Yes
ALLEGHANY MEMORIAL HOSPITAL,233 DOCTORS STREET,SPARTA,NC,28675,GENERAL ACUTE CARE,USA,36.509521051,-81.114611006,http://www.amhsparta.org,126,41,0.8155482070001460,0,60.82.143.101,50,30.0,3.2777741035000700,Yes
ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL ROAD,BURLINGTON,NC,27216,GENERAL ACUTE CARE,USA,36.0612038880001,-79.5022435669999,http://www.armc.com,40,238,0.31740877092260400,1,52.112.51.43,164,98.40000000000000,1.150309911272660,Yes
"ASHE MEMORIAL HOSPITAL, INC.",200 HOSPITAL AVE.,JEFFERSON,NC,28640,GENERAL ACUTE CARE,USA,36.423308531,-81.457523178,http://www.ashememorial.org,85,76,0.276207158201323,1,75.209.23.169,86,51.6,1.8512217811317900,Yes
ST. LUKE'S HOSPITAL,101 HOSPITAL DRIVE,COLUMBUS,NC,28722,GENERAL ACUTE CARE,USA,35.2394679400001,-82.2126240819999,http://www.saintlukeshospital.com,98,35,0.23309394774376600,0,168.40.115.49,74,44.4,0.9865047695053550,No
CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH ROAD,HICKORY,NC,28602,GENERAL ACUTE CARE,USA,35.7138555700001,-81.2673419129999,http://www.catawbavalleymc.org,60,258,0.271056972924099,1,101.180.22.110,198,118.8,1.1839419136633600,Yes
SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,500 LAUCHWOOD DRIVE,LAURINBURG,NC,28352,GENERAL ACUTE CARE,USA,34.7531691790001,-79.4698014109999,http://www.scotlandhealth.org/getpage.php?name=index,106,104,0.2116631022037600,0,82.171.90.241,92,55.200000000000000,1.9148002551556500,Yes
"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,GENERAL ACUTE CARE,USA,35.910989999,-82.062774345,http://www.spchospital.org,61,46,0.03318721051607280,0,74.46.239.25,98,58.8,0.422385173586048,No
FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,520 ALLEN STREET,TROY,NC,27371,GENERAL ACUTE CARE,USA,35.364811235,-79.890368297,http://www.firsthealth.org,111,37,0.858343241434632,1,147.115.85.227,39,23.4,4.679445563298950,Yes
THE OUTER BANKS HOSPITAL,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,GENERAL ACUTE CARE,USA,35.9398364990001,-75.61764914,http://www.theouterbankshospital.com,131,21,0.0875374119964546,0,166.216.113.225,160,96.0,0.1930200080815610,No
ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28541,GENERAL ACUTE CARE,USA,34.7627593280001,-77.384986818,http://www.onslow.org,142,162,0.21357574103117700,1,176.75.9.7,111,66.6,3.199921544730340,Yes
CRAWLEY MEMORIAL HOSPITAL,315 WEST COLLEGE AVENUE,SHELBY,NC,28017,GENERAL ACUTE CARE,USA,35.249853092,-81.676410588,http://www.clevelandcountyhealthcaresystem.com/crawleymemorial.html,117,60,0.3325609955306190,0,120.36.35.218,142,85.20000000000000,0.6498155106595760,No
ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,ND,58318,CRITICAL ACCESS,USA,48.8291248080001,-100.449981264,http://www.standrewshealth.com,89,25,0.8533948779205200,1,250.120.142.11,24,14.400000000000000,6.291763025380020,Yes
WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,HETTINGER,ND,58639,CRITICAL ACCESS,USA,46.001800594,-102.628574448,http://www.wrhs.com,49,25,0.6591236813055740,0,84.214.254.206,25,15.0,3.0517840628750100,Yes
LINTON HOSPITAL - CAH,518 NORTH BROADWAY,LINTON,ND,58552,CRITICAL ACCESS,USA,46.2715575730001,-100.233390394,http://www.lintonhospital.com,118,14,0.7287747969756900,0,45.8.49.82,166,99.6,0.4476521845396830,No
SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,BOWMAN,ND,58623,CRITICAL ACCESS,USA,46.1818714130001,-103.40466044,www.swhealthcare.net,94,23,0.3253675245117740,1,237.45.125.210,56,33.600000000000000,1.6202021862921700,Yes
VIBRA HOSPITAL OF FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,LONG TERM CARE,USA,46.853147748,-96.797441756,www.vhfargo.com/,109,31,0.751608992309722,1,2.7.227.193,33,19.800000000000000,5.185313729906520,Yes
SANFORD MEDICAL CENTER FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,GENERAL ACUTE CARE,USA,46.853883001,-96.797537529,www.sanfordhealth.org,116,380,0.10383151566217500,0,225.136.8.248,183,109.8,1.880045060653570,Yes
NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BLVD,CAMP LEJEUNE,NC,28547,MILITARY,USA,34.723066246,-77.358052055,http://www.med.navy.mil/sites/nhcl/pages/default.aspx,76,60,0.17790512631854800,1,39.159.250.88,132,79.20000000000000,0.9524358811880470,No
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,5 MOONLIGHT DR HWY,BELCOURT,ND,58316,GENERAL ACUTE CARE,USA,48.8433598680001,-99.748730241,https://www.ihs.gov/greatplains/healthcarefacilities/turtlemountain/,68,-999,0.7480416385145200,0,113.120.57.191,195,117.0,0.0,No
ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,HARVEY,ND,58341,CRITICAL ACCESS,USA,47.767096887,-99.9320512639999,http://www.staloisius.com,69,25,0.24080053075076500,0,235.137.60.37,69,41.4,0.6236208772916470,No
TRINITY HOSPITAL - SAINT JOSEPHS,407 3RD STREET SOUTHEAST,MINOT,ND,58701,GENERAL ACUTE CARE,USA,48.2321645920001,-101.287204347,http://www.trinityhealth.org/,146,251,0.4769114698993050,0,165.211.52.188,126,75.6,3.444378021559770,Yes
ST JOSEPH'S HOSPITAL AND HEALTH CENTER,2500 FAIRWAY STREET,DICKINSON,ND,58601,CRITICAL ACCESS,USA,46.8890758910001,-102.82055036,http://chistjosephshealth.org/,50,25,0.4029217911209930,1,169.77.189.246,84,50.4,0.9475083886317990,No
ALTRU SPECIALTY HOSPITAL,4500 S WASHINGTON ST,GRAND FORKS,ND,58201,GENERAL ACUTE CARE,USA,47.876960814,-97.04744399,http://www.altru.org/find-a-location/location-profile/?id=58,52,45,0.7851912791989300,1,91.43.197.234,79,47.4,1.4133455194264200,Yes
LA PAZ REGIONAL,1200 MOHAVE RD,PARKER,AZ,85344,GENERAL ACUTE CARE,USA,34.136432476,-114.285219661,www.lapazhospital.org,74,25,0.0633971604508321,1,138.174.184.7,156,93.6,0.6372806168971960,No
CORE INSTITUTE SPECIALTY HOSPITAL,6501 N. 19TH AVE.,PHOENIX,AZ,85015,SPECIAL,USA,33.5321340030001,-112.099112517,http://www.sshaz.com,81,33,0.32208933813546800,0,229.209.187.113,120,72.0,0.4188571690677340,No
VALLEY HOSPITAL,3550 E. PINCHOT AVE,PHOENIX,AZ,85018,PSYCHIATRIC,USA,33.4828681320001,-112.005970186,http://www.valleyhospital-phoenix.com,71,122,0.3055754561364080,1,28.165.123.179,188,112.8,0.9931723918175120,No
YALE-NEW HAVEN HOSPITAL,20 YORK ST,NEW HAVEN,CT,6504,GENERAL ACUTE CARE,USA,41.30469134,-72.9354136589999,http://www.ynhh.org,110,1541,0.4262412032203940,0,214.6.46.165,199,119.40000000000000,6.158186523065610,Yes
HENRY COUNTY MEMORIAL HOSPITAL,1000 N 16TH ST,NEW CASTLE,IN,47362,GENERAL ACUTE CARE,USA,39.9433770090001,-85.362963153,http://www.hcmhcares.org,117,90,0.8184330681654570,1,219.234.41.60,166,99.6,1.4399539415439000,Yes
BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,GENERAL ACUTE CARE,USA,40.795898213,-96.652263993,http://www.bryanhealth.com/,67,374,0.4645685423804350,0,144.149.180.30,157,94.20000000000000,1.6442189451233500,Yes
COMMUNITY HOWARD SPECIALTY HOSPITAL,829 N DIXON RD,KOKOMO,IN,46901,REHABILITATION,USA,40.4972564220001,-86.16580401,http://www.howardregional.org,87,30,0.6683674314289950,1,24.177.97.29,15,9.0,10.0,Yes
GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,GENERAL ACUTE CARE,USA,30.3604819450001,-87.157054651,http://www.ebaptisthealthcare.org/gulfbreezehospital/,88,77,0.3890349044868560,0,20.104.113.240,39,23.4,6.381967229436800,Yes
CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,GENERAL ACUTE CARE,USA,30.475713462,-84.231545335,http://www.capitalregionalmedicalcenter.com,112,266,0.9034476107335780,1,206.233.80.164,66,39.600000000000000,10.0,Yes
SELECT SPECIALTY HOSPITAL - TALLAHASSEE,1554 SURGEONS DR,TALLAHASSEE,FL,32308,GENERAL ACUTE CARE,USA,30.4616885610001,-84.2529291439999,http://www.selectspecialtyhospitals.com/company/locations/tallahassee.aspx,103,48,0.09804085449562240,0,178.202.12.243,190,114.0,0.23923280028566900,No
ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,2650 NORTH WYATT,TUCSON,AZ,85712,REHABILITATION,USA,32.2559568450001,-110.882963806,www.rehabinstituteoftucson.com,73,80,0.6704097027593640,1,188.239.83.64,108,64.8,1.5306018945133500,Yes
WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,GENERAL ACUTE CARE,USA,30.5156806420001,-87.217895142,http://www.westfloridahospital.com,115,515,0.02171927076293970,0,66.183.56.32,200,120.0,2.0672832464925800,Yes
BAPTIST MEDICAL CENTER - BEACHES,1350 13TH AVE S,JACKSONVILLE BEACH,FL,32250,GENERAL ACUTE CARE,USA,30.2733735680001,-81.398316289,http://www.baptistjax.com/locations/baptist-medical-center-beaches,107,146,0.6587768723245200,0,228.33.147.9,120,72.0,1.8361399793721400,Yes
MAYO CLINIC,4500 SAN PABLO RD,JACKSONVILLE,FL,32224,GENERAL ACUTE CARE,USA,30.2639131290001,-81.441082678,http://www.mayoclinic.org,103,304,0.31719059911599600,0,142.65.208.250,122,73.20000000000000,3.080450237000140,Yes
RIVER POINT BEHAVIORAL HEALTH,6300 BEACH BLVD,JACKSONVILLE,FL,32216,PSYCHIATRIC,USA,30.2907469740001,-81.5969855399999,http://www.riverpointbehavioral.com,67,84,0.5281078258214180,1,9.43.160.79,70,42.0,2.3592920081488000,Yes
WEKIVA SPRINGS,3947 SALISBURY RD,JACKSONVILLE,FL,32216,PSYCHIATRIC,USA,30.2578221200001,-81.595539948,http://www.wekivacenter.com,93,120,0.2782167890365820,1,37.7.152.93,157,94.20000000000000,1.2679371502487500,Yes
ASSENSION SACRED HEART HOSPITAL ON EMERALD COAST,7800 US HWY 98 W,MIRAMAR BEACH,FL,32550,GENERAL ACUTE CARE,USA,30.378574671,-86.306856312,http://www.sacredheartemerald.org,57,58,0.8334059851146010,1,109.40.222.67,196,117.6,1.0362278433139300,Yes
CALHOUN-LIBERTY HOSPITAL,20370 NE BURNS AVE,BLOUNTSTOWN,FL,32424,GENERAL ACUTE CARE,USA,30.4586228320001,-85.05010386,http://www.calhoun-libertyhospital.com,77,25,0.897808169577413,0,46.235.7.212,124,74.4,0.6227861809847990,No
BAPTIST MEDICAL CENTER - NASSAU,1250 S 18TH ST,FERNANDINA BEACH,FL,32034,GENERAL ACUTE CARE,USA,30.653209803,-81.449123492,http://www.baptistjax.com/locations/baptist-medical-center-nassau,50,54,0.9902604041127600,0,216.254.67.51,162,97.2,0.6380200054400110,No
HALE HO'OLA HAMAKUA,45-547 PLUMERIA ST,HONOKAA,HI,96727,GENERAL ACUTE CARE,USA,20.0761730350001,-155.469829648,http://www.hhsc.org,63,52,0.9657681111257350,0,17.154.231.155,76,45.600000000000000,1.2706264378343400,Yes
BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN,211 NORTH 12TH STREET,LEHIGHTON,PA,18235,GENERAL ACUTE CARE,USA,40.833084001,-75.725897001,http://www.blmtn.org/,94,95,0.3100136322329020,0,60.209.57.145,99,59.4,1.4204672566610700,Yes
WASHINGTON HOSPITAL,155 WILSON AVENUE,WASHINGTON,PA,15301,GENERAL ACUTE CARE,USA,40.1838751080001,-80.246606178,http://www.washingtonhospital.org,108,274,0.6167388755826060,1,78.237.216.142,10,6.0,10.0,Yes
WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,GENERAL ACUTE CARE,USA,41.5765610010001,-75.260329,http://www.wmh.org,53,112,0.9300511031105610,1,197.3.34.145,198,118.8,1.1753215530970700,Yes
INCLINE VILLAGE HEALTH CENTER,880 ALDER AVENUE,INCLINE VILLAGE,NV,89451,GENERAL ACUTE CARE,USA,39.2514975020001,-119.95439402,http://tfhd.com/inclinehospital.asp,103,4,0.5470421408288100,1,191.79.118.144,134,80.4,0.805389093483141,No
BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,GENERAL ACUTE CARE,USA,40.8668940000001,-79.881562,http://butlerhealthsystem.org/pages/home.aspx,46,296,0.9914967130489470,1,40.159.227.22,132,79.20000000000000,2.081096790357760,Yes
WERNERSVILLE STATE HOSPITAL,PO BOX 300,WERNERSVILLE,PA,19565,PSYCHIATRIC,USA,40.3304094480001,-76.106049732,http://www.dpw.state.pa.us/foradults/statehospitals/wernersvillestatehospital/index.htm,147,275,0.0875240031421326,1,225.241.47.246,89,53.4,7.63198739398785,Yes
MEMORIAL HOSPITAL - YORK,"325 SOUTH BELMONT STREET, BOX 15118",YORK,PA,17405,GENERAL ACUTE CARE,USA,39.967361,-76.6925729989999,http://www.mhyork.org/,57,100,0.6378740570010910,1,48.210.204.157,160,96.0,1.1281818201672100,Yes
TYLER MEMORIAL HOSPITAL,880 SR 6,TUNKHANNOCK,PA,18657,GENERAL ACUTE CARE,USA,41.577597113,-75.969414742,http://www.tylermemorialhospital.net,130,48,0.45869619908636800,1,226.35.52.40,78,46.8,2.1538495240446100,Yes
UPMC BEDFORD,10455 LINCOLN HIGHWAY,EVERETT,PA,15537,GENERAL ACUTE CARE,USA,40.0254040360001,-78.432673001,http://www.upmcbedfordmemorial.com,123,49,0.02664314640714650,0,100.58.169.243,148,88.8,0.39548160485684800,No
SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC,200 LOTHROP STREET,PITTSBURGH,PA,15213,LONG TERM CARE,USA,40.442209002,-79.959667999,http://pittsburghupmc.selectspecialtyhospitals.com/,73,32,0.5785782127016960,0,56.62.89.0,85,51.0,0.7383471609452350,No
MARTIN COUNTY HOSPITAL DISTRICT,600 EAST I 20,STANTON,TX,79782,CRITICAL ACCESS,USA,32.1398174610001,-101.787519713,NOT AVAILABLE,42,18,0.38221937102841000,0,40.112.46.1,151,90.6,0.2371602973294760,No
AVERA ST ANTHONY'S HOSPITAL,300 NORTH 2ND ST,O'NEILL,NE,68763,CRITICAL ACCESS,USA,42.4606454990001,-98.65038285,http://www.avera.org/st-anthonys,63,25,0.9343243182403950,1,142.152.77.66,117,70.20000000000000,1.1269619984072200,Yes
SELECT SPECIALTY HOSPITAL MCKEESPORT,1500 FIFTH AVENUE 6 CRAWFORD,MCKEESPORT,PA,15132,LONG TERM CARE,USA,40.350576561,-79.849277479,http://mckeesport.selectspecialtyhospitals.com/,98,30,0.2250491867786810,1,241.8.138.84,81,48.6,1.2348890703491500,Yes
HERITAGE VALLEY SEWICKLEY,720 BLACKBURN ROAD,SEWICKLEY,PA,15143,GENERAL ACUTE CARE,USA,40.542576002,-80.177979001,http://www.heritagevalley.org,101,186,0.48842534528817200,0,116.29.72.5,14,8.400000000000000,10.0,Yes
SOUTHWOOD PSYCHIATRIC HOSPITAL,2575 BOYCE PLAZA ROAD,PITTSBURGH,PA,15241,PSYCHIATRIC,USA,40.3212040000001,-80.112716999,http://www.southwoodhospital.com,145,44,0.8879099520519480,1,174.26.251.225,61,36.600000000000000,3.3253339362815800,Yes
WESTERN PENNSYLVANIA HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,GENERAL ACUTE CARE,USA,40.4618760010001,-79.946221999,http://www.wpahs.org/locations/west-penn-hospital,91,251,0.9472239718529800,0,151.232.46.126,117,70.20000000000000,2.7910647663422300,Yes
CLARION PSYCHIATRIC CENTER,2 HOSPITAL DRIVE,CLARION,PA,16214,PSYCHIATRIC,USA,41.193403,-79.397504001,http://www.clarioncenter.com,118,74,0.3748667432775520,0,174.115.156.59,19,11.400000000000000,10.0,Yes
BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,BERWICK,PA,18603,GENERAL ACUTE CARE,USA,41.070954,-76.2309300009999,http://www.berwick-hospital.com,78,101,0.1806417008357260,0,85.58.135.249,45,27.0,5.493613031487820,Yes
SOUTH LYON MEDICAL CENTER,213 SOUTH WHITACRE,YERINGTON,NV,89447,GENERAL ACUTE CARE,USA,38.9840965230001,-119.167459243,http://www.southlyonmedicalcenter.org,108,63,0.24081448581456700,1,97.175.235.19,86,51.6,1.8981249281425500,Yes
CHESTNUT HILL HOSPITAL,8835 GERMANTOWN AVENUE,PHILADELPHIA,PA,19118,GENERAL ACUTE CARE,USA,40.0794680020001,-75.211935,http://www.chhealthsystem.com,109,135,0.10954158730471600,0,107.46.47.145,12,7.200000000000000,10.0,Yes
MAGEE REHABILITATION HOSPITAL,1513 RACE STREET,PHILADELPHIA,PA,19102,REHABILITATION,USA,39.9568141240001,-75.16527023,http://www.mageerehab.org,124,96,0.5536911369519080,0,82.115.200.7,127,76.20000000000000,1.3019142852800500,Yes
PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,GENERAL ACUTE CARE,USA,39.9452090550001,-75.1557320969999,http://www.pennmedicine.org/pahosp/,93,520,0.5765902589863460,0,233.183.178.26,25,15.0,10.0,Yes
BROWN COUNTY HOSPITAL,945 EAST ZERO ST,AINSWORTH,NE,69210,CRITICAL ACCESS,USA,42.544513464,-99.849561049,http://www.browncountyhospital.org,142,23,0.4419036412694180,1,210.2.232.100,111,66.6,1.0891127743812500,Yes
NAZARETH HOSPITAL,2601 HOLME AVENUE,PHILADELPHIA,PA,19152,GENERAL ACUTE CARE,USA,40.058971338,-75.0420087379999,http://www.nazarethhospital.org,140,205,0.0442343158329066,0,25.171.172.101,134,80.4,2.242049832850240,Yes
ROXBOROUGH MEMORIAL HOSPITAL,5800 RIDGE AVENUE,PHILADELPHIA,PA,19128,GENERAL ACUTE CARE,USA,40.02862679,-75.2097723699999,http://www.roxboroughmemorial.com,128,137,0.2152517178326540,0,107.231.203.244,33,19.800000000000000,10.0,Yes
MEADOWS PSYCHIATRIC CENTER,132 THE MEADOWS DRIVE,CENTRE HALL,PA,16828,PSYCHIATRIC,USA,40.8108864160001,-77.712567765,http://www.themeadows.net,124,105,0.9536548982552580,1,95.251.28.76,167,100.2,1.6252312403475800,Yes
UNION HOSPITAL,659 BOULEVARD,DOVER,OH,44622,GENERAL ACUTE CARE,USA,40.51436785,-81.455854045,http://www.unionhospital.org,141,157,0.4568252465606050,0,168.217.225.76,125,75.0,2.196145956613640,Yes
MEMORIAL HOSPITAL OF UNION COUNTY,500 LONDON AVENUE,MARYSVILLE,OH,43040,GENERAL ACUTE CARE,USA,40.2300825410001,-83.367648323,http://www.memorialhosp.org,120,97,0.9944157169424290,1,205.134.155.188,133,79.8,1.9111468412665500,Yes
MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVENUE,STATE COLLEGE,PA,16803,GENERAL ACUTE CARE,USA,40.8185483410001,-77.842589845,http://www.mountnittany.org,97,260,0.4518113045706000,1,21.69.36.8,75,45.0,6.95306614611246,Yes
CONEMAUGH MINERS MEDICAL CENTER,"290 HAIDA AVENUE, PO BOX 689",HASTINGS,PA,16646,GENERAL ACUTE CARE,USA,40.6580726290001,-78.7052696219999,http://www.conemaugh.org/miners/,102,30,0.43035220607280200,0,238.60.232.124,199,119.40000000000000,0.32249662524543600,No
BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,GENERAL ACUTE CARE,USA,40.010125794,-75.786130126,http://www.brandywinehospital.com,106,234,0.5220881765885720,0,204.51.146.225,104,62.4,3.44614024214044,Yes
CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,GENERAL ACUTE CARE,USA,39.9712065690001,-75.602145072,http://www.chestercountyhospital.org,101,210,0.4233909543598630,0,21.70.21.18,187,112.2,1.054108280901320,Yes
GROVER C DILS MEDICAL CENTER,700 NORTH SPRING STREET,CALIENTE,NV,89008,GENERAL ACUTE CARE,USA,37.622702627,-114.513943109,http://www.dilsmedicalcenter.org,63,20,0.9084421974550130,0,172.124.142.47,10,6.0,10.0,Yes
DEVEREUX CHILDRENS BEHAVIORAL HEALTH CENTER,"655 SUGARTOWN ROAD, P O BOX 275",MALVERN,PA,19355,PSYCHIATRIC,USA,40.008376071,-75.509187143,http://www.devereux.org,110,33,0.26207560863559700,1,240.133.158.176,175,105.0,0.7956636546579340,No
PHOENIXVILLE HOSPITAL,"140 NUTT ROAD, PO BOX 3001",PHOENIXVILLE,PA,19468,GENERAL ACUTE CARE,USA,40.123789001,-75.515085001,http://www.phoenixvillehospital.com,108,137,0.5190381104886250,0,183.53.242.32,114,68.4,1.8407748262507800,Yes
COATESVILLE VETERANS AFFAIRS MEDICAL CENTER,1400 BLACK HORSE ROAD,COATESVILLE,PA,19320,MILITARY,USA,39.997591017,-75.797571062,http://www.coatesville.va.gov/,108,145,0.9011400734481030,1,137.129.158.87,81,48.6,4.2656134752242800,Yes
BATTLE MOUNTAIN GENERAL HOSPITAL,535 SOUTH HUMBOLDT STREET,BATTE MTN,NV,89820,GENERAL ACUTE CARE,USA,40.6395506210001,-116.940286221,http://www.bmgh.org,48,30,0.9292197645113900,0,59.212.30.227,173,103.8,0.5314347009933740,No
MOUNT GRANT GENERAL HOSPITAL,200 SOUTH 'A' STREET,HAWTHORNE,NV,89415,CRITICAL ACCESS,USA,38.5170034610001,-118.62738978,http://mtgrantgenhospital.org/,108,35,0.2207010065636380,0,253.56.217.233,176,105.6,0.2798365570008270,No
NYE REGIONAL MEDICAL CENTER,825 SOUTH MAIN STREET,TONOPAH,NV,89049,GENERAL ACUTE CARE,USA,38.0616431830001,-117.222490121,http://www.nyeregional.org,66,44,0.5346027255728190,1,124.254.196.161,152,91.20000000000000,0.9418743083081080,No
BENSON HOSPITAL,450 S. OCOTILLO,BENSON,AZ,85602,GENERAL ACUTE CARE,USA,31.9651049760001,-110.308118702,http://www.bensonhospital.org,73,22,0.8470626469619910,1,122.95.226.111,106,63.600000000000000,1.1220499738508400,Yes
JOHN HEINZ INSTITUTE OF REHABILITATION,150 MUNDY STREET,WILKES-BARRE,PA,18702,REHABILITATION,USA,41.246152502,-75.854379001,http://www.allied-services.org,141,71,0.34590583300862300,1,136.252.118.189,127,76.20000000000000,1.5350129739577600,Yes
"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",901 W REX ALLEN DRIVE,WILLCOX,AZ,85643,GENERAL ACUTE CARE,USA,32.2649674,-109.838144236,http://www.ncch.com,129,48,0.3585928253288920,0,49.166.206.171,32,19.2,8.577733912664450,Yes
LEHIGH VALLEY HOSPITAL-MUHLENBERG,2545 SCHOENERSVILLE ROAD,BETHLEHEM,PA,18017,GENERAL ACUTE CARE,USA,40.6575910010001,-75.420109,http://www.lvhn.org/facilities_directions/hospital_locations/lehigh_valley_hospital_muhlenberg,55,184,0.26925820294974800,0,118.2.97.61,167,100.2,0.6386111573232570,No
UPMC JAMESON,1211 WILMINGTON AVENUE,NEW CASTLE,PA,16105,GENERAL ACUTE CARE,USA,41.0132020020001,-80.352649,http://www.jamesonhealth.org,136,254,0.6141770080508300,1,142.179.196.133,168,100.8,2.5069814241564300,Yes
SAINT LUKE'S NORTHLAND HOSPITAL - BARRY ROAD,5830 NW BARRY ROAD,KANSAS CITY,MO,64154,GENERAL ACUTE CARE,USA,39.2489889940001,-94.648329066,https://www.saintlukeskc.org/locations/saint-lukes-north-hospital-barry-road?utm_source=local-listing&utm_medium=organic&utm_campaign=website-link,100,97,0.9771635592394470,0,169.102.14.231,14,8.400000000000000,10.0,Yes
KEARNEY COUNTY HEALTH SERVICES HOSPITAL,727 EAST 1ST ST,MINDEN,NE,68959,CRITICAL ACCESS,USA,40.4954309770001,-98.94285322,http://www.kchs.org,106,10,0.9354230385516450,1,72.212.0.39,52,31.2,1.512172400275170,Yes
SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,SUNBURY,PA,17801,GENERAL ACUTE CARE,USA,40.8619310010001,-76.778025,http://www.sunburyhospital.com,71,118,0.18156711479109200,0,224.22.91.18,153,91.8,0.5878620789518330,No
LANCASTER BEHAVIORAL HEALTH HOSPITAL,333 HARRISBURG AVENUE,LANCASTER,PA,17603,PSYCHIATRIC,USA,40.0497855680001,-76.315636175,https://lancasterbehavioral.org/,138,126,0.5865348650399020,0,185.20.147.194,129,77.4,1.7445023342686400,Yes
